"Entity","Attribute","Classword_Type","Teradata_Type","PK","Required","Description","Parent_Entity"
"ASSOCIATE_PAYROLL_TRANSACTION","Payroll_Transaction_Subtype_Cd","Classword_Code","VARCHAR(50)","Y","Y","A classification of a payroll transaction.  Examples of types of payroll transactions include DIRECT EARNING, INDIRECT EARNING, and ASSOCIATE DEDUCTION.",""
"ASSOCIATE_PAYROLL_TRANSACTION","Associate_Party_Id","Classword_Identifier","BIGINT","Y","Y","The unique identifier for an individual who is, was, or will be an associate of your enterprise.",""
"ASSOCIATE_PAYROLL_TRANSACTION","Associate_Payroll_COA_Code_Id","Classword_Identifier","BIGINT","Y","Y","This is the unique identifier for a general ledger chart of accounts code. This is expected to be a surrogate key. The surrogate key will avoid key collisions when multiple GL systems are integrated.",""
"ASSOCIATE_PAYROLL_TRANSACTION","Associate_Payroll_Set_Of_Books_Cd","Classword_Code","VARCHAR(50)","Y","Y","The unique identifier for the SET OF BOOKS.  It is a collection of accounting transactions used by a company. A collection is typically referred to as a 'set of books.'",""
"ASSOCIATE_PAYROLL_TRANSACTION","Expense_Site_Id","Classword_Identifier","BIGINT","","N","The identifier for the site. A site is a physical or electronic place or facility used in the course of business including building structure, storage bin, area within a structure, stores, branches, offices, and web store or site.",""
"ASSOCIATE_PAY_ELEMENT","Associate_Party_Id","Classword_Identifier","BIGINT","Y","Y","The unique identifier for an individual who is, was, or will be an associate of your enterprise.",""
"ASSOCIATE_PAY_ELEMENT","Pay_Element_Id","Classword_Identifier","BIGINT","Y","Y","The unique identifier for a pay element. There is one element for each pay type and pay amount.",""
"ASSOCIATE_PAY_ELEMENT","Associate_Pay_Element_Start_Dt","Classword_Date","DATE","Y","Y","The date a PAY ELEMENT becomes effective for an ASSOCIATE.",""
"ASSOCIATE_PAY_ELEMENT","Associate_Pay_Element_End_Dt","Classword_Date","DATE","","N","The date a PAY ELEMENT ceases to be effective for an ASSOCIATE.",""
"ASSOCIATE_PERFORMANCE_EVALUATION","Associate_Party_Id","Classword_Identifier","BIGINT","Y","Y","The unique identifier for an individual who is, was, or will be an associate of your enterprise.",""
"ASSOCIATE_PERFORMANCE_EVALUATION","Associate_Evaluation_Year_Num","Classword_Number","VARCHAR(50)","Y","Y","The number of the year for this appraisal such as 2008.",""
"ASSOCIATE_PERFORMANCE_EVALUATION","Associate_Evaluation_Time_Period_Cd","Classword_Code","VARCHAR(50)","Y","Y","A code for a time period such as once, daily, weekly, or monthly.  In this context, this indicates if this is a monthly, quarterly, or annual review.  This attribute is in the key in the case where there are monthly and quarterly reviews. If there are monthly or quarterly reviews then this is not needed in the PK.",""
"ASSOCIATE_PERFORMANCE_EVALUATION","Associate_Evaluation_Period_Cnt","Classword_Count","INTEGER","Y","Y","If this is a monthly or quarterly review then this is the month or quarter number (e.g., 1, 2, 3, or 4). If this is an annual review then this is zero.",""
"ASSOCIATE_PERFORMANCE_EVALUATION","Associate_Evaluation_Deliver_Dt","Classword_Date","DATE","Y","Y","The date the appraisal was delivered.",""
"ASSOCIATE_PERFORMANCE_EVALUATION","Associate_Evaluation_Sign_Dt","Classword_Date","DATE","","N","The date the performance evaluation was signed by the associate that it was delivered.",""
"ASSOCIATE_PERFORMANCE_EVALUATION","Associate_Overall_Performance_Cd","Classword_Code","VARCHAR(50)","","N","This is a grading scale to measure associate performance such as needs improvement, successful, and exceptional. These grades may be linked to merit increases.  In this context, this is the measure of overall performance with all results taken into consideration.",""
"ASSOCIATE_PERFORMANCE_EVALUATION","Manager_Party_Id","Classword_Identifier","BIGINT","Y","Y","The unique identifier for any individual or group of individuals that is of interest to the enterprise.  In this context, this is the associate's manager who delivered the appraisal.",""
"ASSOCIATE_PERFORMANCE_EVALUATION","Associate_Overall_Performance_Txt","Classword_Text","VARCHAR(2000)","","N","Use this attribute to record free-form text that describes the associates overall performance with all results taken into consideration. This can include any remarks concerning the review or the discussion of the review. This may be used to record associates comments on the review.",""
"ASSOCIATE_PERFORMANCE_EVALUATION_DETAIL","Associate_Party_Id","Classword_Identifier","BIGINT","Y","Y","The unique identifier for an individual who is, was, or will be an associate of your enterprise.",""
"ASSOCIATE_PERFORMANCE_EVALUATION_DETAIL","Associate_Evaluation_Year_Num","Classword_Number","VARCHAR(50)","Y","Y","The number of the year for this appraisal such as 2008.",""
"ASSOCIATE_PERFORMANCE_EVALUATION_DETAIL","Associate_Evaluation_Time_Period_Cd","Classword_Code","VARCHAR(50)","Y","Y","A code for a time period such as once, daily, weekly, or monthly.  In this context, this indicates if this is a monthly, quarterly, or annual review.  This attribute is in the key in the case where there are monthly and quarterly reviews. If there are not monthly or quarterly reviews then this is not needed in the PK.",""
"ASSOCIATE_PERFORMANCE_EVALUATION_DETAIL","Associate_Evaluation_Period_Cnt","Classword_Count","INTEGER","Y","Y","If this is a monthly or quarterly review then this is the month or quarter number (e.g., 1, 2, 3, or 4). If this is an annual review then this is zero.",""
"ASSOCIATE_PERFORMANCE_EVALUATION_DETAIL","Objective_Id","Classword_Identifier","BIGINT","Y","Y","This is the identifier for this objective.",""
"ASSOCIATE_PERFORMANCE_EVALUATION_DETAIL","Associate_Performance_Grade_Type_Cd","Classword_Code","VARCHAR(50)","Y","Y","This is a grading scale to measure associate performance such as needs improvement, successful, and exceptional. These grades may be linked to merit increases.",""
"ASSOCIATE_PERFORMANCE_EVALUATION_DETAIL","Objective_Evaluation_Txt","Classword_Text","VARCHAR(2000)","","N","Use this attribute to record free-form text that describes the associate's performance on this objective. This can include any remarks concerning the discussion, agreement, or disagreement on this objective.",""
"ASSOCIATE_PERFORMANCE_GRADE_TYPE","Associate_Performance_Grade_Type_Cd","Classword_Code","VARCHAR(50)","Y","Y","This is a grading scale to measure associate performance such as needs improvement, successful, and exceptional. These grades may be linked to merit increases.",""
"ASSOCIATE_PERFORMANCE_GRADE_TYPE","Associate_Performance_Grade_Type_Desc","Classword_Description","VARCHAR(500)","","N","A description of the code.",""
"ASSOCIATE_PLAN_CONTRIBUTION","Associate_Party_Id","Classword_Identifier","BIGINT","Y","Y","The unique identifier for an individual who is, was, or will be an associate of your enterprise.",""
"ASSOCIATE_PLAN_CONTRIBUTION","Benefit_Plan_Id","Classword_Identifier","BIGINT","Y","Y","The unique identifier for a BENEFIT PLAN.",""
"ASSOCIATE_PLAN_CONTRIBUTION","Benefit_Plan_Option_Id","Classword_Identifier","BIGINT","Y","Y","The unique identifier for a BENEFIT PLAN OPTION.",""
"ASSOCIATE_PLAN_CONTRIBUTION","Associate_Plan_Contribution_Type_Cd","Classword_Code","VARCHAR(50)","Y","Y","A classification of the contribution.  Examples: - Health insurance plan amount - 401(k) plan amount",""
"ASSOCIATE_PLAN_CONTRIBUTION","Associate_Benefit_Period_Start_Dt","Classword_Date","DATE","Y","Y","Indicates the date when the employee benefit plan enrollment started.",""
"ASSOCIATE_PLAN_CONTRIBUTION","Associate_Contribution_Amt","Classword_Amount","DECIMAL(18,4)","","N","The monetary amount contributed by the associate for the benefit, for example, medical plan contribution amount.",""
"ASSOCIATE_PLAN_CONTRIBUTION","Associate_Contribution_Pct","Classword_Percent","DECIMAL(7,4)","","N","The percentage contributed by the associate for the benefit, for example, 401(k) contribution of 6%.",""
"ASSOCIATE_PLAN_CONTRIBUTION_TYPE","Associate_Plan_Contribution_Type_Cd","Classword_Code","VARCHAR(50)","Y","Y","A classification of the contribution.  Examples: - Health insurance plan amount - 401(k) plan amount",""
"ASSOCIATE_PLAN_CONTRIBUTION_TYPE","Associate_Plan_Contribution_Type_Desc","Classword_Description","VARCHAR(500)","","N","A description of the code.",""
"ASSOCIATE_POSITION_STATUS","Associate_Party_Id","Classword_Identifier","BIGINT","Y","Y","The unique identifier for an individual who is, was, or will be an associate of your enterprise.  In this context, it is the associate assigned to the HR POSITION.",""
"ASSOCIATE_POSITION_STATUS","Position_Grade_Start_Dt","Classword_Date","DATE","Y","Y","The date this position grade was assigned to an HR POSITION.",""
"ASSOCIATE_POSITION_STATUS","HR_Position_Id","Classword_Identifier","BIGINT","Y","Y","The code assigned to a job that can be filled by an ASSOCIATE.",""
"ASSOCIATE_POSITION_STATUS","Position_Grade_Type_Cd","Classword_Code","VARCHAR(50)","Y","Y","As part of a job evaluation and compensation system, POSITION GRADE is assigned to a position based on job evaluation factors such as functional knowledge and business expertise. Grade levels rank positions or jobs based on value to the employer as defined by job scope and responsibilities.  Examples: - Trainee - Senior - Grade 4",""
"ASSOCIATE_POSITION_STATUS","Organization_Position_Start_Dt","Classword_Date","DATE","Y","Y","The date on which an HR POSITION's relationship begins with an HR INTERNAL ORGANIZATION.",""
"ASSOCIATE_POSITION_STATUS","Associate_Position_Status_Type_Cd","Classword_Code","VARCHAR(50)","Y","Y","A classification of the status of a position.",""
"ASSOCIATE_POSITION_STATUS","Internal_Organization_Party_Id","Classword_Identifier","BIGINT","Y","Y","The unique identifier for an organization that is internal to your institution.  This is the internal organization as recognized by the human resources department.",""
"ASSOCIATE_POSITION_STATUS","Associate_Organization_Position_Start_Dt","Classword_Date","DATE","Y","Y","This is the date this associate started with this position for this organization.",""
"ASSOCIATE_POSITION_STATUS","Associate_Position_Status_Start_Dttm","Classword_Datetime","TIMESTAMP","Y","Y","The date on which an associate's relationship begins with an organization for a given position.",""
"ASSOCIATE_POSITION_STATUS","Associate_Position_Status_End_Dttm","Classword_Datetime","TIMESTAMP","","N","The end date and time for a status of an ASSOCIATE within an HR POSITION.",""
"ASSOCIATE_POSITION_STATUS_TYPE","Associate_Position_Status_Type_Cd","Classword_Code","VARCHAR(50)","Y","Y","A classification of the status of a position.",""
"ASSOCIATE_POSITION_STATUS_TYPE","Associate_Position_Status_Type_Desc","Classword_Description","VARCHAR(500)","","N","A description of the code.",""
"ASSOCIATE_RELATIONSHIP_TYPE","Associate_Relationship_Type_Cd","Classword_Code","VARCHAR(50)","Y","Y","The code for the ASSOCIATE RELATIONSHIP TYPE.  Examples include contact and beneficiary.",""
"ASSOCIATE_RELATIONSHIP_TYPE","Associate_Relationship_Type_Desc","Classword_Description","VARCHAR(500)","","N","The description for the ASSOCIATE RELATIONSHIP TYPE.",""
"ASSOCIATE_STATUS","Associate_Party_Id","Classword_Identifier","BIGINT","Y","Y","The unique identifier for an individual who is, was, or will be an associate of your enterprise.",""
"ASSOCIATE_STATUS","Associate_Status_Scheme_Type_Cd","Classword_Code","VARCHAR(50)","Y","Y","This is a code for the various ways that an associate status can be classified such as completed drug testing or not, drug test results, interviews completed (phone, in person), or working status (e.g., active, military leave, involuntary separation, medical leave, retired, transferred). This code holds the classification scheme. The value for that scheme is in the status type code. This avoids overloading code values for one type code.",""
"ASSOCIATE_STATUS","Associate_Status_Dttm","Classword_Datetime","TIMESTAMP","Y","Y","The date timestamp this state of the associate was created. For example, an associate may have an assigned status of transferred, but with a different effective date for that transfer.",""
"ASSOCIATE_STATUS","Associate_Status_Type_Cd","Classword_Code","VARCHAR(50)","Y","Y","The code assigned to an ASSOCIATE STATUS TYPE.",""
"ASSOCIATE_STATUS","Associate_Status_Effective_Dttm","Classword_Datetime","TIMESTAMP","","N","The date timestamp an ASSOCIATE STATUS became effective.",""
"ASSOCIATE_STATUS_REASON","Associate_Party_Id","Classword_Identifier","BIGINT","Y","Y","The unique identifier for an individual who is, was, or will be an associate of your enterprise.",""
"ASSOCIATE_STATUS_REASON","Associate_Status_Scheme_Type_Cd","Classword_Code","VARCHAR(50)","Y","Y","This is a code for the various ways that an associate status can be classified such as completed drug testing or not, drug test results, interviews completed (phone, in person), or working status (e.g., active, military leave, involuntary separation, medical leave, retired, transferred). This code holds the classification scheme. The value for that scheme is in the status type code. This avoids overloading code values for one type code.",""
"ASSOCIATE_STATUS_REASON","Associate_Status_Dttm","Classword_Datetime","TIMESTAMP","Y","Y","The date timestamp this state of the associate was created. For example, an associate may have an assigned status of transferred, but with a different effective date for that transfer.",""
"ASSOCIATE_STATUS_REASON","Associate_Status_Reason_Cd","Classword_Code","VARCHAR(50)","Y","Y","This is a reason why a particular status is assigned to an associate. For example, a status of ""Rejected"" may be assigned due to ""does not meet experience requirement"" and ""failed drug test"".",""
"ASSOCIATE_STATUS_REASON_TYPE","Associate_Status_Reason_Cd","Classword_Code","VARCHAR(50)","Y","Y","This is a reason why a particular status is assigned to an associate. For example, a status of ""Rejected"" may be assigned due to ""does not meet experience requirement"" and ""failed drug test"".",""
"ASSOCIATE_STATUS_REASON_TYPE","Associate_Status_Reason_Desc","Classword_Description","VARCHAR(500)","","N","A description of the code.",""
