Theme,Capability,Sub_Capability,Data_Requirement,FSDM_Subject_Area,FSDM_Entities
Marketing and Customer Experience,Customer Insight,"Customer, Product & Channel  insight",Offline Customer Interactions - Call Centre,Event,DIRECT_CONTACT_EVENT; CALL_EVENT; CHANNEL_INSTANCE
Marketing and Customer Experience,Customer Insight,"Customer, Product & Channel  insight","Case History (Fraud, Money Laundering, Complaint)",Event,CASE; CASE_EVENT; CASE_PARTY_ROLE; FRAUD_CASE
Marketing and Customer Experience,Customer Insight,"Customer, Product & Channel  insight",Claims,Event,CLAIM; CLAIM_STATUS; CLAIM_PARTY_ROLE; CLAIM_PAYMENT
Marketing and Customer Experience,Customer Insight,"Customer, Product & Channel  insight",Defaults & Limit Breaches,Event,AGREEMENT_STATUS; DEFAULT_EVENT; LIMIT_BREACH_EVENT; AGREEMENT_RISK_METRIC
Marketing and Customer Experience,Customer Insight,"Customer, Product & Channel  insight",External Data - Corporate Actions,Event,CORPORATE_ACTION; INVESTMENT_PRODUCT
Marketing and Customer Experience,Customer Insight,"Customer, Product & Channel  insight",Master & Reference Data - organisation hierarchy,Internal Organisation,ORGANIZATION; INTERNAL_ORGANIZATION_UNIT; ORGANIZATION_UNIT_RELATIONSHIP; ORGANIZATION_BUSINESS_TYPE
Marketing and Customer Experience,Customer Insight,"Customer, Product & Channel  insight","Operational metrics (E.g. Wait times, queue length)",Internal Organisation,CHANNEL_USAGE_METRIC; OPERATIONAL_EVENT; SERVICE_LEVEL_METRIC
Marketing and Customer Experience,Customer Insight,"Customer, Product & Channel  insight",Master & Reference Data - Channel,Channel,CHANNEL_TYPE; CHANNEL_INSTANCE; CHANNEL_CLASSIFICATION
Marketing and Customer Experience,Customer Insight,"Customer, Product & Channel  insight","Documents - Structured Data Capture (Survey, Application Forms)",Cross Subject - Document,DOCUMENT; DOCUMENT_TYPE; SURVEY; APPLICATION
Marketing and Customer Experience,Customer Insight,"Customer, Product & Channel  insight",Text Data,Cross Subject - Document,DOCUMENT; TEXT_CONTENT; DIGITAL_CONTENT
Marketing and Customer Experience,Customer Insight,"Customer, Product & Channel  insight",Master & Reference Data - Risk Policy Rules,Cross Subject - Document,RISK_GRADE_SCHEME; RISK_GRADE_VALUE; RISK_POLICY; BUSINESS_RULE
Marketing and Customer Experience,Customer Insight,"Customer, Product & Channel  insight",Customer Research - Primary & Secondary,Cross Subject - Survey,SURVEY; SURVEY_QUESTION_RESPONSE; PARTY_SURVEY_RESPONSE
Marketing and Customer Experience,Customer Insight,"Customer, Product & Channel  insight",Rich Media from all sources,Cross Subject - Multi-media object,DIGITAL_CONTENT; MEDIA_ASSET; DOCUMENT
Marketing and Customer Experience,Customer Insight,"Customer, Product & Channel  insight",Voice Recording,Cross Subject - Multi-media object,DIGITAL_CONTENT; CALL_RECORDING; DIRECT_CONTACT_EVENT
Marketing and Customer Experience,Customer Insight,"Customer, Product & Channel  insight",External Data - Fraud Watch Lists,Cross Subject - Watch List,WATCH_LIST; WATCH_LIST_ENTRY; PARTY_WATCH_LIST_CHECK
Marketing and Customer Experience,Customer Insight,Conduct  Risk Monitoring,Single Customer View (Master Record),Party,PARTY; INDIVIDUAL; ORGANIZATION; HOUSEHOLD; PARTY_RELATIONSHIP; PARTY_IDENTIFICATION
Marketing and Customer Experience,Customer Insight,Conduct  Risk Monitoring,KYC Data,Party,PARTY_IDENTIFICATION; PARTY_CLASSIFICATION; PARTY_IDENTITY_DOCUMENT; PARTY_COMPLIANCE_VERIFICATION
Marketing and Customer Experience,Customer Insight,Conduct  Risk Monitoring,Customer Segments,Party,PARTY_CLASSIFICATION; PARTY_SEGMENT; PARTY_CLASSIFICATION_VALUE
Marketing and Customer Experience,Customer Insight,Conduct  Risk Monitoring,Customer Marketing Preferences,Party,PARTY_PREFERENCE; PARTY_MARKETING_PREFERENCE; PARTY_CONSENT
Marketing and Customer Experience,Customer Insight,Conduct  Risk Monitoring,Customer Satisfaction Measurement (E.g. NPS),Party,PARTY_SURVEY_RESPONSE; SURVEY; SURVEY_QUESTION_RESPONSE
Marketing and Customer Experience,Customer Insight,Conduct  Risk Monitoring,Legal Actions,Party,PARTY_LEGAL_ACTION; LEGAL_ACTION; PARTY_LITIGATION
Marketing and Customer Experience,Customer Insight,Conduct  Risk Monitoring,External Data - Credit Rating,Party,PARTY_EXTERNAL_RATING; PARTY_LIABILITY_CREDIT_RATING; CREDIT_BUREAU_SCORE
Marketing and Customer Experience,Customer Insight,Conduct  Risk Monitoring,Master & Reference Data - staff / colleague,Party,INDIVIDUAL; ASSOCIATE; ASSOCIATE_ASSIGNMENT; INTERNAL_ORGANIZATION_UNIT
Marketing and Customer Experience,Customer Insight,Conduct  Risk Monitoring,"Sales and Performance Forecasts, Targets & KPIs",Party,PERFORMANCE_METRIC; PERFORMANCE_TARGET; ORGANIZATION_PERFORMANCE
Marketing and Customer Experience,Customer Insight,Conduct  Risk Monitoring,HR Performance Data,Party,ASSOCIATE; ASSOCIATE_PERFORMANCE_REVIEW; ASSOCIATE_ASSIGNMENT
Marketing and Customer Experience,Customer Insight,Conduct  Risk Monitoring,Account / Policy / Service Holdings,Agreement,AGREEMENT; PARTY_AGREEMENT_ROLE; AGREEMENT_PARTY_ROLE; AGREEMENT_RELATIONSHIP
Marketing and Customer Experience,Customer Insight,Conduct  Risk Monitoring,Account Status (open closed active / domant /inactive / closure reason ),Agreement,AGREEMENT; AGREEMENT_STATUS; AGREEMENT_STATUS_HISTORY
Marketing and Customer Experience,Customer Insight,Conduct  Risk Monitoring,Account Terms & Conditions,Agreement,AGREEMENT; AGREEMENT_CONDITION; AGREEMENT_TERM
Marketing and Customer Experience,Customer Insight,Conduct  Risk Monitoring,"Application Data (New Customer, New Product)",Agreement,APPLICATION; APPLICATION_STATUS; APPLICATION_PARTY_ROLE
Marketing and Customer Experience,Customer Insight,Conduct  Risk Monitoring,Customer Illustrations,Agreement,DOCUMENT; PARTY_DOCUMENT
Marketing and Customer Experience,Customer Insight,Conduct  Risk Monitoring,Customer Quotes,Agreement,APPLICATION; QUOTE; DOCUMENT
Marketing and Customer Experience,Customer Insight,Conduct  Risk Monitoring,"Risk Segments, Cohorts & Groupings",Party or Agreement,PARTY_CLASSIFICATION; RISK_GRADE_VALUE; RISK_GRADE_SCHEME
Marketing and Customer Experience,Customer Insight,Conduct  Risk Monitoring,"Provisions, Losses & Writeoffs",Party or Agreement,AGREEMENT_RISK_METRIC; PROVISION; WRITE_OFF; LOSS_EVENT
Marketing and Customer Experience,Customer Insight,Conduct  Risk Monitoring,Financial Transactions,Event,MONETARY_TRANSACTION; TRANSACTION_TYPE; FINANCIAL_TRANSACTION; PAYMENT
Marketing and Customer Experience,Customer Insight,Conduct  Risk Monitoring,"Account Fees, Commissions & Charges",Event,MONETARY_TRANSACTION; FEE_TRANSACTION; COMMISSION_TRANSACTION; AGREEMENT_FEE
Marketing and Customer Experience,Customer Insight,Conduct  Risk Monitoring,Non-Financial Transactions,Event,EVENT; NON_MONETARY_EVENT; DIRECT_CONTACT_EVENT
Marketing and Customer Experience,Customer Insight,Conduct  Risk Monitoring,Complaint Data,Event,COMPLAINT; COMPLAINT_STATUS; COMPLAINT_RESOLUTION
Marketing and Customer Experience,Customer Insight,Conduct  Risk Monitoring,Offline Customer Interactions - Branch,Event,DIRECT_CONTACT_EVENT; BRANCH_VISIT_EVENT; CHANNEL_INSTANCE
Marketing and Customer Experience,Customer Insight,Conduct  Risk Monitoring,Offline Customer Interactions - Call Centre,Event,DIRECT_CONTACT_EVENT; CALL_EVENT; CHANNEL_INSTANCE
Marketing and Customer Experience,Customer Insight,Conduct  Risk Monitoring,Offline Customer Interactions - letters,Event,DIRECT_CONTACT_EVENT; CORRESPONDENCE_EVENT; DOCUMENT
Marketing and Customer Experience,Customer Insight,Conduct  Risk Monitoring,Online Interactions -  webchat (internal & external),Event,WEB_VISIT; WEB_PAGE_VIEW; ONLINE_INTERACTION_EVENT
Marketing and Customer Experience,Customer Insight,Conduct  Risk Monitoring,Online Interactions colleague intranet,Event,WEB_VISIT; WEB_PAGE_VIEW
Marketing and Customer Experience,Customer Insight,Conduct  Risk Monitoring,Online Interactions customer digital banking site (web log),Event,WEB_VISIT; WEB_PAGE_VIEW; EXTENDED_SESSION_INFORMATION; ONLINE_APPLICATION_ACCESS
Marketing and Customer Experience,Customer Insight,Conduct  Risk Monitoring,Online Interactions customer general banking site,Event,WEB_VISIT; WEB_PAGE_VIEW; ONLINE_INTERACTION_EVENT
Marketing and Customer Experience,Customer Insight,Conduct  Risk Monitoring,Online Interactions email - customer & employee,Event,DIRECT_CONTACT_EVENT; EMAIL_EVENT; ELECTRONIC_ADDRESS
Marketing and Customer Experience,Customer Insight,Conduct  Risk Monitoring,"Case History (Fraud, Money Laundering, Complaint)",Event,CASE; CASE_EVENT; CASE_PARTY_ROLE; FRAUD_CASE
Marketing and Customer Experience,Customer Insight,Conduct  Risk Monitoring,Defaults & Limit Breaches,Event,AGREEMENT_STATUS; DEFAULT_EVENT; LIMIT_BREACH_EVENT; AGREEMENT_RISK_METRIC
Marketing and Customer Experience,Customer Insight,Conduct  Risk Monitoring,External Data - Corporate Actions,Event,CORPORATE_ACTION; INVESTMENT_PRODUCT
Marketing and Customer Experience,Customer Insight,Conduct  Risk Monitoring,Internal Process Activity Data,Event,EVENT; PROCESS_EVENT; OPERATIONAL_EVENT
Marketing and Customer Experience,Customer Insight,Conduct  Risk Monitoring,Customer interview / fact find,Event or Cross Subject - Document,DOCUMENT; SURVEY; SURVEY_QUESTION_RESPONSE; PARTY_DOCUMENT
Marketing and Customer Experience,Customer Insight,Conduct  Risk Monitoring,Risk Scenario & Stress Testing Results,Analytical Model,RISK_CALCULATION_SCENARIO; RISK_SCENARIO_RESULT; STRESS_TEST_RESULT
Marketing and Customer Experience,Customer Insight,Conduct  Risk Monitoring,Document Image,Cross Subject - Document,Not mapped
Marketing and Customer Experience,Customer Insight,Conduct  Risk Monitoring,Text Data,Cross Subject - Document,DOCUMENT; TEXT_CONTENT; DIGITAL_CONTENT
Marketing and Customer Experience,Customer Insight,Conduct  Risk Monitoring,Master & Reference Data - Risk Policy Rules,Cross Subject - Document,RISK_GRADE_SCHEME; RISK_GRADE_VALUE; RISK_POLICY; BUSINESS_RULE
Marketing and Customer Experience,Customer Insight,Conduct  Risk Monitoring,Voice Recording,Cross Subject - Multi-media object,DIGITAL_CONTENT; CALL_RECORDING; DIRECT_CONTACT_EVENT
Marketing and Customer Experience,Customer Insight,Conduct  Risk Monitoring,External Data - Fraud Watch Lists,Cross Subject - Watch List,WATCH_LIST; WATCH_LIST_ENTRY; PARTY_WATCH_LIST_CHECK
Marketing and Customer Experience,Customer Insight,Conduct  Risk Monitoring,Compliance Approvals,Cross Subject,COMPLIANCE_EVENT; APPROVAL; PARTY_COMPLIANCE_VERIFICATION
Marketing and Customer Experience,Customer Insight,Conduct  Risk Monitoring,External Data - External Loss Data,Not Covered,LOSS_EVENT; OPERATIONAL_LOSS_EVENT
Marketing and Customer Experience,Customer Insight,Conduct  Risk Monitoring,"System Log Files (E.g. Firewall, Webserver)",Not Covered,WEB_VISIT; SYSTEM_EVENT
Marketing and Customer Experience,Customer Insight,Insight Led Customer Strategy,Single Customer View (Master Record),Party,PARTY; INDIVIDUAL; ORGANIZATION; HOUSEHOLD; PARTY_RELATIONSHIP; PARTY_IDENTIFICATION
Marketing and Customer Experience,Customer Insight,Insight Led Customer Strategy,Customer Demographics,Party,INDIVIDUAL; PARTY_DEMOGRAPHIC; PARTY_CLASSIFICATION; PARTY_PREFERENCE
Marketing and Customer Experience,Customer Insight,Insight Led Customer Strategy,Customer Attitudinal Data,Party,PARTY_PREFERENCE; PARTY_CLASSIFICATION; PARTY_SURVEY_RESPONSE
Marketing and Customer Experience,Customer Insight,Insight Led Customer Strategy,Customer Segments,Party,PARTY_CLASSIFICATION; PARTY_SEGMENT; PARTY_CLASSIFICATION_VALUE
Marketing and Customer Experience,Customer Insight,Insight Led Customer Strategy,Customer Contact Preferences,Party,PARTY_PREFERENCE; PARTY_CONTACT_POINT; ELECTRONIC_ADDRESS; POSTAL_ADDRESS
Marketing and Customer Experience,Customer Insight,Insight Led Customer Strategy,Customer Marketing Preferences,Party,PARTY_PREFERENCE; PARTY_MARKETING_PREFERENCE; PARTY_CONSENT
Marketing and Customer Experience,Customer Insight,Insight Led Customer Strategy,Economic Forecast Data,Party,ECONOMIC_INDEX; ECONOMIC_INDEX_VALUE; MARKET_INDEX
Marketing and Customer Experience,Customer Insight,Insight Led Customer Strategy,External Prospect Data / Lists,Party,PARTY; PROSPECT; PARTY_LIST; PARTY_LIST_MEMBERSHIP
Marketing and Customer Experience,Customer Insight,Insight Led Customer Strategy,External Data - Social Media Data,Party,SOCIAL_MEDIA_ACCOUNT; SOCIAL_MEDIA_TRANSFER; SOCIAL_MEDIA_POST
Marketing and Customer Experience,Customer Insight,Insight Led Customer Strategy,"External Economic Data (E.g. Property Prices, Salary)",Party,ECONOMIC_INDEX; ECONOMIC_INDEX_VALUE; MARKET_INDEX; MARKET_INDEX_VALUE
Marketing and Customer Experience,Customer Insight,Insight Led Customer Strategy,"Sales and Performance Forecasts, Targets & KPIs",Party,PERFORMANCE_METRIC; PERFORMANCE_TARGET; ORGANIZATION_PERFORMANCE
Marketing and Customer Experience,Customer Insight,Insight Led Customer Strategy,Master & Reference Data - product,Product,Not mapped
Marketing and Customer Experience,Customer Insight,Insight Led Customer Strategy,"Product Revenue, Cost & Margin",Product,PRODUCT; PRODUCT_PRICING; PRODUCT_COST; AGREEMENT_SUMMARY
Marketing and Customer Experience,Customer Insight,Insight Led Customer Strategy,Product NPV's,Product,PRODUCT; PRODUCT_VALUATION; AGREEMENT_SUMMARY
Marketing and Customer Experience,Customer Insight,Insight Led Customer Strategy,External Data - Competitor Product & Pricing,Party & Product,PRODUCT; MARKET_INDEX
Marketing and Customer Experience,Customer Insight,Insight Led Customer Strategy,Account / Policy / Service Holdings,Agreement,AGREEMENT; PARTY_AGREEMENT_ROLE; AGREEMENT_PARTY_ROLE; AGREEMENT_RELATIONSHIP
Marketing and Customer Experience,Customer Insight,Insight Led Customer Strategy,Account / Policy / Service Detail,Agreement,AGREEMENT; LOAN_TERM_AGREEMENT; DEPOSIT_AGREEMENT; INSURANCE_AGREEMENT; CREDIT_CARD_AGREEMENT
Marketing and Customer Experience,Customer Insight,Insight Led Customer Strategy,Account Status (open closed active / domant /inactive / closure reason ),Agreement,AGREEMENT; AGREEMENT_STATUS; AGREEMENT_STATUS_HISTORY
Marketing and Customer Experience,Customer Insight,Insight Led Customer Strategy,Account Feature Usage,Agreement,AGREEMENT_FEATURE; FEATURE; DESCRIPTIVE_FEATURE
Marketing and Customer Experience,Customer Insight,Insight Led Customer Strategy,"Application Data (New Customer, New Product)",Agreement,APPLICATION; APPLICATION_STATUS; APPLICATION_PARTY_ROLE
Marketing and Customer Experience,Customer Insight,Insight Led Customer Strategy,Account Balances,Agreement,AGREEMENT_SUMMARY; BALANCE_SUMMARY; AGREEMENT_BALANCE
Marketing and Customer Experience,Customer Insight,Insight Led Customer Strategy,Cashflow Projections,Agreement,AGREEMENT_CASHFLOW; CASHFLOW_SCHEDULE; AGREEMENT_SUMMARY
Marketing and Customer Experience,Customer Insight,Insight Led Customer Strategy,Account Maturity Dates & Repricing Schedules,Agreement,AGREEMENT; AGREEMENT_TERM; AGREEMENT_REPRICING_SCHEDULE
Marketing and Customer Experience,Customer Insight,Insight Led Customer Strategy,Account Repayment Schedules,Agreement,AGREEMENT_REPAYMENT_SCHEDULE; LOAN_TERM_AGREEMENT
Marketing and Customer Experience,Customer Insight,Insight Led Customer Strategy,Profitability Results,Agreement,AGREEMENT_SUMMARY; AGREEMENT_PROFITABILITY; PRODUCT_PROFITABILITY
Marketing and Customer Experience,Customer Insight,Insight Led Customer Strategy,Predictive Models - propensity to buy,Party or Agreement,ANALYTICAL_MODEL; MODEL_RUN; MODEL_SCORE; PARTY_MODEL_SCORE
Marketing and Customer Experience,Customer Insight,Insight Led Customer Strategy,Predictive Models - attrition,Party or Agreement,ANALYTICAL_MODEL; MODEL_RUN; MODEL_SCORE; PARTY_MODEL_SCORE
Marketing and Customer Experience,Customer Insight,Insight Led Customer Strategy,Predictive Models - price elasticity,Party or Agreement,ANALYTICAL_MODEL; MODEL_RUN; MODEL_SCORE
Marketing and Customer Experience,Customer Insight,Insight Led Customer Strategy,Predictive Models - risk,Party or Agreement,ANALYTICAL_MODEL; MODEL_RUN; MODEL_SCORE; PARTY_LIABILITY_CREDIT_RATING
Marketing and Customer Experience,Customer Insight,Insight Led Customer Strategy,Service Usage,Event,CHANNEL_USAGE_METRIC; SERVICE_USAGE_EVENT; CHANNEL_INSTANCE
Marketing and Customer Experience,Customer Insight,Insight Led Customer Strategy,Offline Customer Interactions - Branch,Event,DIRECT_CONTACT_EVENT; BRANCH_VISIT_EVENT; CHANNEL_INSTANCE
Marketing and Customer Experience,Customer Insight,Insight Led Customer Strategy,Offline Customer Interactions - Call Centre,Event,DIRECT_CONTACT_EVENT; CALL_EVENT; CHANNEL_INSTANCE
Marketing and Customer Experience,Customer Insight,Insight Led Customer Strategy,Offline Customer Interactions - letters,Event,DIRECT_CONTACT_EVENT; CORRESPONDENCE_EVENT; DOCUMENT
Marketing and Customer Experience,Customer Insight,Insight Led Customer Strategy,Offline Customer Interactions - sms text,Event,DIRECT_CONTACT_EVENT; SMS_EVENT; ELECTRONIC_ADDRESS
Marketing and Customer Experience,Customer Insight,Insight Led Customer Strategy,Online Interactions -  webchat (internal & external),Event,WEB_VISIT; WEB_PAGE_VIEW; ONLINE_INTERACTION_EVENT
Marketing and Customer Experience,Customer Insight,Insight Led Customer Strategy,Online Interactions colleague intranet,Event,WEB_VISIT; WEB_PAGE_VIEW
Marketing and Customer Experience,Customer Insight,Insight Led Customer Strategy,Online Interactions customer digital banking site (web log),Event,WEB_VISIT; WEB_PAGE_VIEW; EXTENDED_SESSION_INFORMATION; ONLINE_APPLICATION_ACCESS
Marketing and Customer Experience,Customer Insight,Insight Led Customer Strategy,Online Interactions customer general banking site,Event,WEB_VISIT; WEB_PAGE_VIEW; ONLINE_INTERACTION_EVENT
Marketing and Customer Experience,Customer Insight,Insight Led Customer Strategy,Online Interactions email - customer & employee,Event,DIRECT_CONTACT_EVENT; EMAIL_EVENT; ELECTRONIC_ADDRESS
Marketing and Customer Experience,Customer Insight,Insight Led Customer Strategy,Online Interactions mobile app,Event,WEB_VISIT; WEB_PAGE_VIEW; MOBILE_APP_EVENT; CHANNEL_INSTANCE
