"Entity","Attribute","DataType","PK","FK","Nullable","Description"
"AGREEMENT METRIC TYPE","Agreement Metric Type Desc","N/A (LDM)","","","","A description of the code."
"AGREEMENT METRIC TYPE","Risk Metric Type Desc","N/A (LDM)","","","",""
"AGREEMENT OBJECTIVE TYPE","Agreement Objective Type Cd","N/A (LDM)","Y","","","The code for the objective for this agreement. For example, for a loan it might be for education, home improvement, and pension."
"AGREEMENT OBJECTIVE TYPE","Agreement Objective Type Desc","N/A (LDM)","","","","The description for the code."
"AGREEMENT OBTAINED TYPE","Agreement Obtained Cd","N/A (LDM)","Y","","","The unique code for how the agreement was obtained such as existing agreement and promotion."
"AGREEMENT OBTAINED TYPE","Agreement Obtained Desc","N/A (LDM)","","","","The description of code."
"AGREEMENT PARTY FEATURE","Party Agreement Feature Start Dt","N/A (LDM)","Y","","","The date this related feature became effective for this insured party feature."
"AGREEMENT PARTY FEATURE","Overridden Feature Id","N/A (LDM)","Y","","",""
"AGREEMENT PARTY FEATURE","Party Agreement Feature End Dt","N/A (LDM)","","","","The end date this party is associated with the product feature that is valid for the account."
"AGREEMENT PARTY FEATURE RELATED","Agreement Party Feature Start Dt","N/A (LDM)","Y","","","The start date this party is associated with the product feature that is valid for the account."
"AGREEMENT PARTY TEXT","Agreement Party Text Dttm","N/A (LDM)","Y","","","The date and time this text is effective for this agreement/party combination."
"AGREEMENT PARTY TEXT","Agreement Party Txt","N/A (LDM)","","","","The text this party had about this agreement."
"AGREEMENT PARTY TEXT","Party Agreement Text Source Party Id","N/A (LDM)","Y","","","A code that describes the type of text relevant to this entity."
"AGREEMENT PAYMENT OPTION","Agreement Payment Time Period Cd","N/A (LDM)","Y","","","The unique identifier for an account."
"AGREEMENT PAYMENT OPTION","Agreement Payment Option Amt","N/A (LDM)","","","","The amount of the payment."
"AGREEMENT PAYMENT OPTION","Agreement Payment Due Day Num","N/A (LDM)","","","","The day of each month when the payment is due such as '15.'"
"AGREEMENT PORTFOLIO","Agreement Portfolio Start Dttm","N/A (LDM)","Y","","","The start date of the association between the Agreement and the Portfolio."
"AGREEMENT PORTFOLIO","Agreement Portfolio End Dttm","N/A (LDM)","","","","The end date of the association between the Agreement and the Portfolio."
"AGREEMENT PORTFOLIO EVENT","","N/A (LDM)","","","","This entity contains those events that affect an agreement/portfolio combination such as an investment holding within a portfolio within an agreement/account."
"AGREEMENT PORTFOLIO RELATIONSHIP TYPE","Agreement Portfolio Relationship Cd","N/A (LDM)","Y","","","The code for the relation between the agreement and the portfolio.  Examples of relations are: - Agreement is contract for investment services - Agreement is for paying investment purchases - Agreement is for receiving dividends and interest - Agreement is for receiving dividends and interest in a specified currency"
"AGREEMENT PORTFOLIO RELATIONSHIP TYPE","Agreement Portfolio Relationship Desc","N/A (LDM)","","","","The description for the code."
"AGREEMENT PRIVACY PREFERENCE","Agreement Privacy Preference Num","N/A (LDM)","Y","","","Uniquely identifies an account's privacy preference. This is one instance for each preference."
"AGREEMENT PRIVACY PREFERENCE","Agreement Privacy Option Change Dt","N/A (LDM)","","","","The date that the privacy rule set has created or changed for this Account."
"AGREEMENT PRIVACY PREFERENCE","Agreement Privacy Preference Ind","N/A (LDM)","","","","The account privacy preference.   Examples: - Y = the information is protected and private - N = the information is not protected"
"AGREEMENT PRIVACY PREFERENCE","Agreement Privacy Authorizing Party Id","N/A (LDM)","","","","The party authorizing the account privacy option."
"AGREEMENT PRODUCT","Agreement Product Role Cd-new","N/A (LDM)","Y","","","The unique identifier for an agreement."
"AGREEMENT PRODUCT","Agreement Product Start Dt","N/A (LDM)","","","","The date this agreement was associated with this product."
"AGREEMENT PRODUCT","Agreement Product End Dt","N/A (LDM)","","","","The date this agreement ceased being associated with this product."
"AGREEMENT PRODUCT FEATURE","Agreement Product Role Cd-new","N/A (LDM)","Y","","",""
"AGREEMENT PRODUCT FEATURE","Agreement Feature Role Cd","N/A (LDM)","","","","The date this account was associated with this product."
"AGREEMENT PRODUCT FEATURE","Agreement Product Feature Start Dt","N/A (LDM)","","","","The date this account product was associated with this term or condition."
"AGREEMENT PRODUCT FEATURE","Agreement Product Feature Start Dt","N/A (LDM)","","","",""
"AGREEMENT PRODUCT FEATURE","Overridden Feature Id","N/A (LDM)","","","","The unique identifier for a product feature. A feature is the term or condition that describes a product such as annual fee, minimum balance, or term length. It does not include customer eligibility rules such as income and years on job. A separate entity, PRODUCT ELIGIBILITY, will describe the eligibility. Each feature has its own identifier. For example, minimum balance of 100 would have one identifier and minimum balance of 200 would have another identifier.  In this context, this is the fe"
"AGREEMENT PRODUCT FEATURE","Agreement Product Feature End Dt","N/A (LDM)","","","","The date this account product was no longer associated with this term or condition."
"AGREEMENT PRODUCT FEATURE","Agreement Product Feature End Dt","N/A (LDM)","","","",""
"AGREEMENT PRODUCT FEATURE","Agreement Feature Product Amt","N/A (LDM)","","","","This is the agreed upon amount for this feature for this account for this product. This amount may override the standard amount at the Product level."
"AGREEMENT PRODUCT FEATURE","Agreement Feature Product Amt","N/A (LDM)","","","",""
"AGREEMENT PRODUCT FEATURE","Agreement Product Feature Rate","N/A (LDM)","","","","This is the agreed upon rate for this feature for this account for this product. This rate may override the standard amount at the Product level."
"AGREEMENT PRODUCT FEATURE","Agreement Product Feature Rate","N/A (LDM)","","","",""
"AGREEMENT PRODUCT FEATURE","Agreement Product Feature Qty","N/A (LDM)","","","","This is the agreed upon quantity for this feature for this account for this product. This quantity may override the standard amount at the Product level."
"AGREEMENT PRODUCT FEATURE","Agreement Product Feature Qty","N/A (LDM)","","","",""
"AGREEMENT PRODUCT FEATURE","Agreement Product Feature Num","N/A (LDM)","","","","This is the agreed upon number or count for this feature for this account for this product. This amount may override the standard count at the Product level."
"AGREEMENT PRODUCT FEATURE","Agreement Product Feature Num","N/A (LDM)","","","",""
"AGREEMENT PRODUCT FEATURE","Agreement Product Feature UOM Cd","N/A (LDM)","","","","The unit in which the quantity or magnitude is expressed. Can apply to any business element requiring a unit of measure.  Examples:  - For volume: Milliliter, UK dry pint, liter, liquid ounce, and cubic centimeter - For weight: Kilogram, ton, centigram, ounce, and pound - For length: mm, inch, foot, mile, and kilometer - For area: Square inch, acre, and square kilometer - For units: Each, carton, byte, and piece - For connect speed: Kilobits/second - For loyalty units: Points, miles, an"
"AGREEMENT PRODUCT FEATURE RELATED","Agreement Product Role Cd-new","N/A (LDM)","Y","","",""
"AGREEMENT PRODUCT FEATURE RELATED","Agreement Feature Role Cd","N/A (LDM)","","","","The relationship of the feature to account related subjects such as account, application, and quotation.  Examples: - Negotiated override standard product feature  - Nonnegotiated override of standard product feature"
"AGREEMENT PRODUCT FEATURE RELATED","Agreement Feature Role Cd","N/A (LDM)","","","","The relationship of the feature to account related subjects; account, application, quotation::  Examples:  -Negotiated override standard product feature  -Non-negotiated override of standard product feature"
"AGREEMENT PRODUCT FEATURE RELATED","Agreement Product Feature Start Dt","N/A (LDM)","","","","The relationship of the feature to account related subjects; account, application, quotation::  Examples:  -Negotiated override standard product feature  -Non-negotiated override of standard product feature"
"AGREEMENT PRODUCT FEATURE RELATED","Agreement Product Overridden Feature Id","N/A (LDM)","","","","The unique identifier for a product feature. In this context, this is the feature that is overridden by another feature."
"AGREEMENT PRODUCT ROLE TYPE","Agreement Product Role Cd","N/A (LDM)","Y","","","The role that this product has with this agreement:  Examples: - Is offered product (e.g., stock option) - Is primary purpose of agreement (insurance policy, deposit, swap investment) - Is underlying financial instrument (NCR stock, U.S. Dollars) - Is a product which is part of a package"
"AGREEMENT PRODUCT ROLE TYPE","Agreement Product Role Cd-new","N/A (LDM)","","","",""
"AGREEMENT PRODUCT ROLE TYPE","Agreement Product Role Desc","N/A (LDM)","","","","A description of the code."
"AGREEMENT PROFIT","Agreement Profit Start Dttm","N/A (LDM)","Y","","","The date the profitability amount was effective."
"AGREEMENT PROFIT","Agreement Profit End Dttm","N/A (LDM)","","","","The last date this profitability was effective."
"AGREEMENT PROFIT","Agreement Profit Amt","N/A (LDM)","","","","The profitability of this account to the financial institution. In the Internal Accounting Currency."
"AGREEMENT PROFIT","Agreement Currency Profit Amt","N/A (LDM)","","","","The profitability of this account to the financial institution. In the currency of the account."
"AGREEMENT PROFIT COMPONENT","Agreement Profit Component Amt","N/A (LDM)","Y","","","The amount for this profit component.  In the Internal Accounting Currency (IAC)."
"AGREEMENT PROMOTION OFFER","Promotion Offer Id","N/A (LDM)","Y","","","The unique identifier for an account."
"AGREEMENT PROMOTION OFFER ROLE TYPE","Agreement Promotion Offer Role Cd","N/A (LDM)","Y","","","This code identifies the various roles that how an account relates to the promotion offer. Examples are targets account and created account."
"AGREEMENT PROMOTION OFFER ROLE TYPE","Agreement Promotion Offer Role Desc","N/A (LDM)","","","","A description of the code."
"AGREEMENT PROVISION","Agreement Provision Start Dttm","N/A (LDM)","Y","","","The date when this provision amount was calculated."
"AGREEMENT PROVISION","Agreement Provision Start Dt","N/A (LDM)","","","",""
"AGREEMENT PROVISION","Agreement Provision Amt","N/A (LDM)","","","","The amount of the provision for this agreement, for this type of provision and for this calculation date."
"AGREEMENT PROVISION","Agreement Provision Amt","N/A (LDM)","","","",""
"AGREEMENT QUOTATION ROLE","Agreement Quotation Role Cd","N/A (LDM)","Y","","","A code that identifies the role that Accounts have with Insurance Quotations. Possible roles include 'is subaccount for' and 'was converted from.'"
